position,title,query,snippet_highlighted_words,rich_snippet_list,snippet,link
84,T-shirts & polo,men's Shirts & T-Shirts,"[""men's"", 'shirts', 't', 'shirts']",[],"Graphics and logos for men's polo shirts and t-shirts with an irreverent or minimal mood, always in pure Iceberg style. ✔️Official online shop ...",https://www.iceberg.com/us/man/clothing/t-shirts-polo.html
85,T-shirts For Men,men's Shirts & T-Shirts,"[""Men's"", 'T', 'Shirts', ""Men's"", ""Men's"", 'T', 'Shirt']",[],"Men's Crew T-Shirts, Multipack, Style G1100 · Men's Tagless Cotton Crew Undershirt – Multiple Packs and Colors · Men's Eversoft Cotton Stay Tucked Crew T-Shirt.",https://www.amazon.com/t-shirts-men/s?k=t-shirts+for+men
1,Men's Shirts - Clothing - Amazon.com,men's Shirts & T-Shirts,['mens shirts'],[],Shop mens shirts on Amazon.com. Free shipping and free returns on eligible items.,https://www.amazon.com/Mens-Shirts/b?ie=UTF8&node=2476517011
2,Amazon Best Sellers: Best Men's T-Shirts,men's Shirts & T-Shirts,"[""Men's T"", 'Shirts', 'Clothing']",[],"Discover the best Men's T-Shirts in Best Sellers. Find the top 100 most popular items in Amazon Clothing, Shoes & Jewelry Best Sellers.",https://www.amazon.com/Best-Sellers-Men's-T-Shirts/zgbs/fashion/1045624
3,T-Shirts & Tank Tops - Target,men's Shirts & T-Shirts,"['Clothing', ""Men's Clothing"", 'T', 'Shirts', 'Shirts', 'Shirts']",[],"Target/Clothing, Shoes & Accessories/Men's Clothing/Tops/T-Shirts & Tank Tops (1132)‎. Shop by category. Long-Sleeve Shirts · Short-Sleeve Shirts.",https://www.target.com/c/t-shirts-tank-tops-men-s-clothing/-/N-4ujkz
4,Men's Designer T-Shirts - Nordstrom,men's Shirts & T-Shirts,"['t', 'shirts', 'men']",[],"Free shipping and returns on designer t-shirts for men at Nordstrom.com. Find henley, short and long sleeves, and more. Shop from top brands like Off-White, ...",https://www.nordstrom.com/browse/designer/men/clothing/tshirts
5,Men's Shirts - Macy's,men's Shirts & T-Shirts,"[""Men's Shirts"", 'shirts', 'shirts', 'T', 'shirts']",[],"FREE SHIPPING available on a huge assortment of Men's Shirts. Shop dress shirts, polo shirts, flannel, button up, ... T-shirts ...",https://www.macys.com/shop/mens-clothing/mens-shirts?id=20626
6,Men's Casual T-Shirts | REI Co-op,men's Shirts & T-Shirts,"[""Men's"", 'T', 'Shirts']",[],Shop for Men's Casual T-Shirts at REI - FREE SHIPPING With $50 minimum purchase. Curbside Pickup Available NOW! 100% Satisfaction Guarantee.,https://www.rei.com/c/mens-casual-t-shirts
7,Men's T-Shirts - Etsy,men's Shirts & T-Shirts,"['Tees', 'T', 'shirt', 't', 'shirts']",[],"Tees look great with shorts or performance joggers when getting that workout in, or for a pick-up ball game in the park. T-shirt materials. The best t-shirts ...",https://www.etsy.com/c/clothing/mens-clothing/shirts-and-tees/tshirts
8,Men's T-Shirts - Clothing - Shiekh,men's Shirts & T-Shirts,"[""Men's T"", 'Shirts', 'Clothing']",[],"Visit Shiekh for Men's T-Shirts under Clothing. Get the trendiest designs out there from Nike, FBRK, Adidas, Reason, and more. Shop now!",https://www.shiekh.com/mens/clothing/tops/t-shirts.html
