position,title,query,snippet_highlighted_words,rich_snippet_list,snippet,link
78,Girls Clothing | Columbia Sportswear,Girls clothing,"['girls', 'apparel']",[],Up to 40% off select gear. Get ready for the outdoors with Columbia Sportswear girls outdoor apparel.,https://www.columbia.com/c/girls-outdoor-clothing/
79,"Girls Will Be - A New Direction In Girls Clothing: No Limits, No ...",Girls clothing,"['Girls', 'clothes', 'girls']",[],Girls Will Be...so many different things! Our clothes celebrate that by breaking stereotypes and giving girls options beyond pink and sparkles and skinny ...,https://girlswillbehq.com/
80,Cool Clothes for Girls & Girls Apparel - Hot Topic,Girls clothing,"['Clothing', 'girls']",[],"Find music and pop culture inspired Clothing, Shoes, Accessories, & Gifts for girls on Hot Topic.",https://www.hottopic.com/girls/
81,Girls' Clothing - Cavender's,Girls clothing,"['girls', 'clothing']",[],"Shop for girls' clothing at Cavender's for the best prices and selection. Discover why loyal customers love our collection of western clothing, cowboy boots ...",https://www.cavenders.com/girls-clothing/
82,Girls Clothing - Rip Curl,Girls clothing,"['girls', 'clothing', 'girls', 'girls']",[],"Shop girls' surf clothing, rashies, and boardshorts for girls aged 10 to 16 years. Find the perfect fit with our girls' surf and beach tees, shorts, & more!",https://www.ripcurl.com/us/kids/girls-clothing.html
83,Girls Clothes 7-14 - Splendid,Girls clothing,['girls clothes'],[],"Shop Splendid for a variety of girls clothes in sizes 7-14. Get the latest denim, dresses and sweaters for girls.",https://splendid.com/collections/kids-girls-youth-size-7-14
84,Joyfolie: Boutique Clothing For Women & Girls,Girls clothing,"['Girls', 'clothing']",[],"Find new, stunning designs and style in Joyfolie! Our Girls & Women's clothing and accessories will wow you! Stop by and shop today.",https://www.joyfolie.com/
85,Girls' Clothing - PUMA.com,Girls clothing,"['Girls', 'Clothing']",[],"Girls' Clothing. Add an easy splash of color into favorite outfits with PUMA girls' graphic tees. Merging classic styles and contemporary graphics, ...",https://us.puma.com/us/en/kids/girls/clothing
86,Be Girl Clothing: Sweet children clothing with a twist of vintage ...,Girls clothing,['Girl Clothing'],[],Children's clothing that ranges from size 6m-12y. Designed in the USA. Be Girl Clothing.,https://www.begirlclothing.com/
87,Girl's Clothing - Girl's Tees - Girl's Hoodies | Cabela's,Girls clothing,['girls clothing'],[],From girls hoodies and girls tees to pants and girls outerwear Cabela's has the variety of styles in girls clothing to match every little girl to their ...,https://www.cabelas.com/l/girls-clothing
88,"Girls' Clothing: Dresses, Tops, Pants & More | Hurley",Girls clothing,"['clothing', 'girls']",[],"Shop beach-inspired clothing, dresses, pants, tees and more for girls from leading surf brand Hurley.",https://www.hurley.com/collections/girls-clothing
89,Girls Clothing | John Lewis & Partners,Girls clothing,"['Girls', 'clothing']",[],"Browse Girls' clothing at John Lewis & Partners. Keep her wardrobe updated with a stylish outfit from our range, including girls' dresses and tops.",https://www.johnlewis.com/baby-child/girls-clothes-2-yrs/c600001343
90,Sugar & Jade: Tween & Teen Girls Clothing,Girls clothing,['girls clothing'],[],Check out Sugar & Jade for a great selection of tween girls clothing & accessories. Shop our cute and trendy styles that she will love to wear for any ...,https://www.sugarandjade.com/us/home
91,Girls' Clothing - SCHEELS.com,Girls clothing,['Girls Clothing'],[],"Girls Clothing. Cute & comfortable. Baby Toddler Kids. A group of girls running, modeling their clothes. Check Store Availability Change My Store.",https://www.scheels.com/c/clothing/girls
92,Girls Outfits | Sets for Girls - Lilly Pulitzer,Girls clothing,"['clothing', 'girls']",[],"Shop Lilly Pulitzer clothing for girls today. Browse bright prints and fun colors for dresses, tops, and bottoms, plus matching mother-daughter looks!",https://www.lillypulitzer.com/girls-clothing/
93,Kids' Sale Clothing - Garnet Hill,Girls clothing,"['clothing', 'girls']",[],Save now on Garnet Hill kids' sale clothing - pajamas and slippers for boys and girls - all at clearance sale prices!,https://www.garnethill.com/sale-clearance/girls-clothing/
94,Girls Clothing | Latest Styles for Girls - Nautica,Girls clothing,"['girls', 'GIRLS', 'DRESS']",[],Browse these classic and cute styles for girls. Shop now. ... TODDLER GIRLS' SUNNY DAYS T-SHIRT DRESS (2T-4T) - Lemonade ...,https://www.nautica.com/kids-girls/
95,Girls' Clothing - Foot Locker,Girls clothing,"['Girls', 'Clothing']",[],"Shop the latest selection of Girls' Clothing at Foot Locker. Find the hottest sneaker drops from brands like Jordan, Nike, Under Armour ...",https://www.footlocker.com/category/girls/clothing.html
96,Girls' Clothing | Trendy Girls Fashion | Denny's - shopdennys,Girls clothing,"[""Girl's Clothing""]",[],Shop Girl's Clothing at Denny's. Denny's Has The Latest Kids Fashion Trends from newborn clothing to the trendiest styles for Teen Fashion.,https://shopdennys.com/collections/girls
97,Girls Designer Clothes 4-14 Years | VERSACE US,Girls clothing,"['Girls', 'Clothes']",[],"Discover the exclusive Girls designer Clothes (4-14 Years) collection by VERSACE. Buy online the iconic VERSACE products, luxury and elegance models.",https://www.versace.com/us/en-us/children/girls-4-14-years/clothing/
1,Tween (10-12 Years) : Girls' Clothes - Target,Girls clothing,"['Girls', 'Clothing']",[],"Shop Target for Girls' Clothing you will love at great low prices. Choose from Same Day Delivery, Drive Up or Order Pickup. Free standard shipping with $35 ...",https://www.target.com/c/girls-clothing-kids/tween-10-12-years-/-/N-5xtwaZ5xro3
2,Clothes for Girls (Sizes 4-14) | OshKosh | Free Shipping,Girls clothing,"['Girl Clothes', 'girls apparel', 'Girls clothing']",[],Iconic Kid Girl Clothes. OshKosh is iconic American girls apparel. Girls clothing with an enduring cool that's always on trend.,https://www.oshkosh.com/oshkosh-kid-girl
3,Tween Girls' Clothing Sale | Shop Justice,Girls clothing,['girls clothing'],[],Check out the new markdowns and clearance fashion in our online store for the best value in tween girls clothing. You can find what your girl wants for less ...,https://www.shopjustice.com/collections/clearance
4,Justice Girls - Walmart.com,Girls clothing,"['Girls', 'Clothing']",[],"Shop for Justice Girls in Fashion Brands. Buy products such as Justice Girls Gift Box - Including 2 Pack Sport Bra, 5 Pack Bikini ... Girls' Clothing.",https://www.walmart.com/cp/justice-girls/1335384
5,"Sydney So Sweet: Girls' Clothing Store, Mommy and Me Outfits",Girls clothing,"['Clothes', 'Girls', 'Clothing']",[],"Shop Cute Kids Clothes & Dresses at Sydney So Sweet. Girls Boutique Clothing, Mommy & Me Matching Outfits, and Baby for Any Occasion with Fast, ...",https://sydneysosweet.com/
6,Girls' Clothing - Country Outfitter,Girls clothing,"['Girls', 'Clothing']",[],Shop quality Girls' Clothing at Country Outfitter for hard to beat prices. You'll find your country when you shop Country Outfitter today!,https://www.countryoutfitter.com/kids/girls/girls_clothing/
7,Girls' Clothes and Active Wear | Academy,Girls clothing,"['girls', 'clothes']",[],Our girls' clothes are fashionable and functional. Shop Academy's girls' workout and athletic clothes for your mini fashionista's every need.,https://www.academy.com/c/kids/girls-apparel
8,Emily Rose - Girls' Clothing / Girls' Fashion - Amazon.com,Girls clothing,"['Clothing', 'Clothing']",[],"Online shopping for Clothing, Shoes & Jewelry from a great selection of Dresses, Tops, Tees & Blouses, Swim, Active, Clothing Sets, Jackets & Coats & more ...",https://www.amazon.com/Emily-Rose-Girls-Clothing-Fashion/s?k=Emily+Rose&rh=n%3A1040664
1,Girls Designer Clothes Size 7-16 at Neiman Marcus,Girls clothing,"['girls', 'clothes', 'girls', 'apparel']",[],Shop girls designer clothes size 7-16 at Neiman Marcus. Grab these luxe looks for girls in these brand name apparel pieces.,https://www.neimanmarcus.com/c/kids-girls-sizes-7-16-cat47320743
2,Clothes For 13 Year Old Girls - Amazon.com,Girls clothing,"['Dress', ""Girl's""]",[],Dress · Track Suit. RESULTS. Price and other details may vary based on product size and color. SheIn Girl's Cute Graphic Sweatshirt Long Sleeve Letter Print ...,https://www.amazon.com/clothes-13-year-old-girls/s?k=clothes+for+13+year+old+girls
