position,title,query,snippet_highlighted_words,rich_snippet_list,snippet,link
70,All Plus Size Clothing - Macy's,women Plus Size Clothing,"['Plus Size', 'Plus Size']",[],"Shop by Category · Plus Size Track Jacket, Trefoil Logo T-Shirt & Track Pants · Plus Size Cardigan Sweater, Printed Top & Slim-Leg Pants, Created for Macy's · Plus ...",https://www.macys.com/shop/plus-size-clothing/all-plus-size-clothing?id=188853
71,Ava & Viv : Plus Size Clothing - Target,women Plus Size Clothing,"['Clothing', ""Women's Clothing"", 'Plus Size Clothing']",[],"Target/Clothing, Shoes & Accessories/Women's Clothing/Ava & Viv : Plus Size Clothing (83)‎. How are you shopping today? Pickup.",https://www.target.com/c/plus-size-clothing-women/ava-viv/-/N-5ouvjZo267d
1,Guide to Buying Clothes for Plus Size Women | Lands' End,women Plus Size Clothing,['Dress'],[],"Start With the Essentials · A Good Pair of Jeans · A Statement Dress · A Crisp, White Button Up · A Tunic Top.",https://www.landsend.com/article/buying-guide-for-plus-sized-women/
2,Women's Plus Size Clothing & Accessories - Plus + Curve,women Plus Size Clothing,"['plus size', 'dresses']",[],"Shop FOREVER 21's plus size sale and find great prices on the hottest trends. Find figure-flattering dresses, tops, swimwear, bottoms, and more.",https://www.forever21.com/us/shop/catalog/category/plus/plus_size-sale
3,"New Arrival Plus Size Clothing for Women: Tops, Pants & More",women Plus Size Clothing,"['women', 'plus size clothing']",[],"At maurices we ensure all women can find shirts, pants, and more that they love and feel confident in. That is why we keep a wide variety of plus size clothing ...",https://www.maurices.com/p/new-arrivals/plus-/N-10599
4,Sexy Plus Size Clothing - Torrid,women Plus Size Clothing,"['plus size clothing', 'clothing', 'women']",[],"Our plus size clothing is designed to do just that, all the way from size 10 to size 30. All our clothing is tested for fit, comfort and style on real women, ...",https://www.torrid.com/clothing/
5,Plus-Size Clothing Sale - Nordstrom,women Plus Size Clothing,"[""women's plus sizes""]",[],Free shipping on women's plus sizes on sale at Nordstrom.com. Shop the best brands on sale at Nordstrom.com. Totally free shipping & returns.,https://www.nordstrom.com/browse/sale/women/plus-size
6,SALE | Women's Plus-Size Clothing | Shop Online | H&M US,women Plus Size Clothing,"['plus', 'size clothing', 'women']",[],Shop plus-size clothing for women online at outstanding prices. Don't miss out on the H&M sale - find the best deals in-store or online.,https://www2.hm.com/en_us/sale/women/plus-sizes.html
7,Size Clothing & Plus Size Fashion for Women - Belk,women Plus Size Clothing,"['plus size', 'dresses', 'plus size clothing']",[],"Discover stylish plus size fashion at Belk. Find cute dresses, jeans and more plus size clothing in sizes from 0X-4X and 12W-24W.",https://www.belk.com/women/plus-size-clothing/?pmid=BelkClearancePricing
8,New Arrivals: Women's Plus Size Clothing - Belk,women Plus Size Clothing,"['plus size clothing', 'plus size']",[],Keep up with the latest trends with new plus size clothing at Belk. These plus size new arrivals will be the perfect addition to your closet!,https://www.belk.com/women/plus-size-clothing/new-arrivals/
9,Womens Plus in Clothing - Walmart.com,women Plus Size Clothing,"['Plus Size', 'Women', 'Clothes', 'Clothing']",[],SHOWMALL Plus Size Tops for Women Tunic Clothes Short Sleeve Black Blouse 3X Summer Swing Tee Crewneck Clothing Flowy Shirt for Leggings.,https://www.walmart.com/browse/womens-plus/5438_133195
10,Women's Plus Size Clothing - Kohl's,women Plus Size Clothing,"[""women's"", 'dresses', ""Women's""]",[],"Bold women's jeans, patterned blouses, and sleek dresses add variety to your wardrobe. Rest assured, you'll find the latest styles and trends at Kohl's! Women's ...",https://www.kohls.com/catalog/womens-plus-clothing.jsp?CN=Gender:Womens+SizeRange:Plus+Department:Clothing
11,Dresses : Plus Size Clothing - Target,women Plus Size Clothing,"['Clothing', ""Women's Clothing"", 'Dresses', 'Plus Size Clothing']",[],"Target/Clothing, Shoes & Accessories/Women's Clothing/Dresses : Plus Size Clothing (1192)‎. How are you shopping today? Pickup.",https://www.target.com/c/plus-size-clothing-women/dresses/-/N-5ouvjZll4vb
12,Shirts : Plus Size Clothing - Target,women Plus Size Clothing,"['Plus Size Clothing', ""Women's Plus Size""]",[],Shop Target for Plus Size Clothing you will love at great low prices. ... Women's Plus Size Short Sleeve V-Neck T-Shirt - Ava & Viv™.,https://www.target.com/c/plus-size-clothing-women/shirts/-/N-5ouvjZipjkpfvet6b
